epoch,accuracy,loss,val_accuracy,val_loss
0,0.9938541650772095,0.02326780930161476,0.9152964353561401,0.36231696605682373
1,0.9957366585731506,0.017521871253848076,0.9138016700744629,0.44603046774864197
2,0.9894800782203674,0.032671160995960236,0.9073243737220764,0.38116002082824707
3,0.9969547390937805,0.01251833327114582,0.9058296084403992,0.4447175860404968
